Herb_id,Herb_Chinese,Herb_Pinyin,Herb_Latin,Herb_English,Properties_Chinese,Properties_English,Meridians_Chinese,Meridians_English,Class_Chinese,Class_English,TCMSP_id,Mol_id,Molecule_name,Molecule_formula,Molecule_weight,PubChem_CID,CAS_id,OB_score,Type,Link_ingredient_id,Herb_Aliases,Molecule_Aliases
476,皂荚子,Zaojiazi,,Gleditsiae Sinensis Semen,"辛,温","Pungent,Warm","肺,大肠","Lung,Large Intestine",化痰药,Phlegresolving Medicine,476.0,,,,,,,,,,皂荚子,
477,皂角刺,Zhaojiaoci,"Spi Gleditsiae,Gleditsiae Spina",spine of Chinese Honeylocust,"辛,温","Pungent,Warm","肝,胃","Liver,Stomach",化痰药,Phlegresolving Medicine,477.0,,,,,,,,,,皂角刺,
478,泽兰,Zelan,"Lycopi Herba,Herba Lycopi",Hirsute Shiny Bugleweed Herb,"苦,辛,微温","Bitter,Pungent,Slightly Warm","肝,脾","Liver,Spleen",活血祛瘀药,Blood Activating Stasis Removing Drugs,478.0,,,,,,,,,,泽兰,
479,泽漆,Zeqi,,Euphorbiae Helioscopiae Herba,"辛,苦,微寒,有毒","Pungent,Bitter,Slightly Cold,Toxic","肺,大肠,小肠","Lung,Large Intestine,Small Intestine",利水渗湿药,Diuretic Dampness Excreting Drugs,479.0,,,,,,,,,,泽漆,
480,泽泻,Zexie,"Rhizoma Alismatis,Alismatis Rhizoma",rhizome of Oriental Waterplantain,"甘,淡,寒","Sweet,Tasteless,Cold","肾,膀胱","Kidney,Bladder",利水渗湿药,Diuretic Dampness Excreting Drugs,480.0,,,,,,,,,,泽泻,
481,浙贝母,Zhebeimu,"Bulbus Fritillariae Thunbergii,Fritillariae Thunbergii Bulbus",bulb of Thunberg Fritillary,"苦,寒","Bitter,Cold","肺,心","Lung,Heart",化痰药,Phlegresolving Medicine,481.0,,,,,,,,,,浙贝母,
482,知母,Zhimu,"Rhizoma Anemarrhee,Anemarrhenae Rhizoma",rhizome of Common Amarrhe,"苦,甘,寒","Bitter,Sweet,Cold","肺,胃,肾","Lung,Stomach,Kidney",清热泻火药,Fire Purging Drugs,482.0,,,,,,,,,,知母,
483,栀子,Zhizi,"Fructus Gardeniae,Gardeniae Fructus",fruit of Cape Jasmine,"苦,寒","Bitter,Cold","心,肺,三焦","Heart,Lung,Triple Energizers",清热泻火药,Fire Purging Drugs,483.0,,,,,,,,,,栀子,
484,枳椇子,Zhijuzi,,Hoveniae Dulcis Semen,"甘,平","Sweet,Calm",胃,Stomach,利水渗湿药,Diuretic Dampness Excreting Drugs,484.0,,,,,,,,,,枳椇子,
485,枳壳,Zhiqiao,"Fructus Aurantii,Aurantii Fructus",fruit of Seville orange,"苦,辛,酸,微寒","Bitter,Pungent,Sour,Slightly Cold","脾,胃","Spleen,Stomach",理气药,Qi Regulating Drugs,485.0,,,,,,,,,,枳壳,
486,枳实,Zhishi,"Fructus Aurantii Immaturus,Aurantii Fructus Immaturus",immature fruit of Seville orange,"苦,辛,酸,微寒","Bitter,Pungent,Sour,Slightly Cold","脾,胃","Spleen,Stomach",理气药,Qi Regulating Drugs,486.0,,,,,,,,,,枳实,
487,肿节风,Zhongjiefeng,"Sarcandrae Herba,Herba Sarcatidrae",all-grass of Glabrous sarcandra,"苦,辛,平","Bitter,Pungent,Calm","心,肝","Heart,Liver",清热解毒药,Antipyretic Detoxicate Drugs,487.0,,,,,,,,,,肿节风,
488,猪苓,Zhuling,"Polyporus,Polyporus Umbellatus","Polyporus grifolia, Umbellate pore-fungus","甘,淡,平","Sweet,Tasteless,Calm","肾,膀胱","Kidney,Bladder",利水渗湿药,Diuretic Dampness Excreting Drugs,488.0,,,,,,,,,,猪苓,
489,猪牙皂,Zhuyazao,"Gleditsiae Fructus Abnormalis,Fructus Gleditsiae Abnormalis",Chinese Honeylocust Abnormal Fruit,"辛,咸,温,有小毒","Pungent,Salty,Warm,Slightly Toxic","肺,大肠","Lung,Large Intestine",化痰药,Phlegresolving Medicine,489.0,,,,,,,,,,猪牙皂,
490,竹节参,Zhujieshen,Panacis Japonici Rhizoma,Pacis Japonici Rhizoma,"甘,微苦,温","Sweet,Slightly Bitter,Warm","肝,脾,肺","Liver,Spleen,Lung",补气药,Qi Reinforcing Drugs,490.0,,,,,,,,,,竹节参,
491,竹沥,Zhuli,Succus Bambusae,Bamboo juice,"甘,苦,寒","Sweet,Bitter,Cold","心,肝,肺","Heart,Liver,Lung",清热解毒药,Antipyretic Detoxicate Drugs,491.0,,,,,,,,,,竹沥,
492,苎麻根,Zhumagen,Radix Boehmeriae,Ramine root ,"甘,寒","Sweet,Cold","肝,心,膀胱","Liver,Heart,Bladder",凉血止血药,Blood-Cooling Hemostatic Medicinal,492.0,,,,,,,,,,苎麻根,
493,紫草,Zicao,"Radix Arnebiae Seu Lithospermi,Arnebiae Radix",Arnebia Root Gromwell Root,"甘,咸,寒","Sweet,Salty,Cold","心,肝","Heart,Liver",清热凉血药,Heat Clearing Blood Cooling Drugs,493.0,,,,,,,,,,紫草,
494,紫花地丁,Zihuadiding,"Violae Herba,Herba Violae",Tokyo Violet Herb,"寒,辛,苦","Cold,Pungent,Bitter","肝,心","Liver,Heart",清热解毒药,Antipyretic Detoxicate Drugs,494.0,,,,,,,,,,紫花地丁,
495,紫花前胡,Zihuaqianhu,Peucedani Decursivi Radix,Peucedanidecursivi Radix,"苦,辛,微寒","Bitter,Pungent,Slightly Cold",肺,Lung,化痰药,Phlegresolving Medicine,495.0,,,,,,,,,,紫花前胡,
496,紫苏叶,Zisuye,Perillae Folium,,"辛,温","Pungent,Warm","肺,脾","Lung,Spleen",辛温解表药,Pungent-Warm Exterior-Releasing Medicinal,496.0,,,,,,,,,,紫苏叶,
497,紫苏子,Zisuzi,"Fructus Perillae,Perillae Fructus",Perilia Fruit,"辛,温","Pungent,Warm",肺,Lung,止咳平喘药,Antitussive Antiasthmetics,497.0,,,,,,,,,,紫苏子,
498,紫菀,Ziwan,"Asteris Radix Et Rhizoma,Radix Asteris",root of tatarian aster,"辛,苦,温","Pungent,Bitter,Warm",肺,Lung,止咳平喘药,Antitussive Antiasthmetics,498.0,,,,,,,,,,紫菀,
499,葛根,Gegen,"Puerariae Lobatae Radix,Radix Puerariae",root of lobed kudzuvine,"甘,辛,凉","Sweet,Pungent,Cool","脾,胃,肺","Spleen,Stomach,Lung",辛温解表药,Pungent-Warm Exterior-Releasing Medicinal,499.0,,,,,,,,,,葛根,
500,人工牛黄,Rengong Niuhuang,Bovis Calculus Artifactus,,"甘,凉","Sweet,Cool","心,肝","Heart,Liver",平肝熄风药,Liver-Pacifying Wind-Extinguishing Medicinal,,,,,,,,,,,人工牛黄,
501,九里香,Jiulixiang,Murrayae Folium Et Cacumen,,"辛,微苦,温,有小毒","Pungent,Slightly Bitter,Warm,Slightly Toxic","肝,胃","Liver,Stomach",理气药,Qi Regulating Drugs,,,,,,,,,,,九里香,
502,九香虫,Jiuxiangchong,Aspongopus,,"咸,温","Salty,Warm","肝,脾,肾","Liver,Spleen,Kidney",理气药,Qi Regulating Drugs,,,,,,,,,,,九香虫,
503,三颗针,Sankezhen,Berberidis Radix,,"苦,寒,有毒","Bitter,Cold,Toxic","肝,胃,大肠","Liver,Stomach,Large Intestine",清热燥湿药,Heat-Clearing And Dampnessdrying Medicinal,,,,,,,,,,,三颗针,
504,炮姜,Paojiang,Zingiberis Rhizoma Praeparatum,,"辛,热","Pungent,Hot","脾,胃,肾","Spleen,Stomach,Kidney",止血药,Hemostatic Medicinal,,,,,,,,,,,炮姜,
505,干漆,Gangi,Toxicodendri Resina,,"辛,温,有毒","Pungent,Warm,Toxic","肝,脾","Liver,Spleen",活血化瘀药,Blood-Activating And Stasis-Resolving Medicinal,,,,,,,,,,,干漆,
506,土木香,Tumuxiang,Inulae Radix,,"辛,苦,温","Pungent,Bitter,Warm","肝,脾","Liver,Spleen",理气药,Qi Regulating Drugs,,,,,,,,,,,土木香,
507,土鳖虫（䗪虫）,Tubiechong,Eupolyphaga Steleophaga,,"咸,寒,有小毒","Salty,Cold,Slightly Toxic",肝,Liver,活血疗伤药,Blood-Activating Trauma-Curing Medicinal,,,,,,,,,,,土鳖虫（䗪虫）,
508,大叶紫珠,Dayezizhu,Callicarpae Macrophyllae Folium,,"辛,苦,平","Pungent,Bitter,Calm","肝,肺,胃","Liver,Lung,Stomach",收敛止血药,Astringent Hemostatic Medicinal,,,,,,,,,,,大叶紫珠,
509,大豆黄卷,Dadouhuangjuan,Sojae Semen Germinatum,,"甘,平","Sweet,Calm","脾,胃,肺","Spleen,Stomach,Lung",辛凉解表药,Pungent Cool Diaphoretics,,,,,,,,,,,大豆黄卷,
510,大青盐,Daqingyan,Halitum,,"咸,寒","Salty,Cold","心,肾,膀胱","Heart,Kidney,Bladder",清热凉血药,Heat Clearing Blood Cooling Drugs,,,,,,,,,,,大青盐,
511,大蓟炭,Dajitan,Cirsii Japonici Herba Carbonisata,,"苦,涩,凉","Bitter,Astringent,Cool","心,肝","Heart,Liver",凉血止血药,Blood-Cooling Hemostatic Medicinal,,,,,,,,,,,大蓟炭,
512,山麦冬,Shanmaidong,Liriopes Radix,,"甘,微苦,微寒","Sweet,Slightly Bitter,Slightly Cold","心,肺,胃","Heart,Lung,Stomach",补阴药,Yin-Tonifying Medicinal,,,,,,,,,,,山麦冬,
513,山香圆叶,Shanxiangyuanye,Turpiniae Folium,,"苦,寒","Bitter,Cold","肺,肝","Lung,Liver",清热解毒药,Antipyretic Detoxicate Drugs,,,,,,,,,,,山香圆叶,
514,山银花,Shanyinhua,Lonicerae Flos,,"甘,寒","Sweet,Cold","肺,心,胃","Lung,Heart,Stomach",清热解毒药,Antipyretic Detoxicate Drugs,,,,,,,,,,,山银花,
515,山楂,Shanzha,Crataegi Fructus,,"酸,甘,微温","Sour,Sweet,Slightly Warm","脾,胃,肝","Spleen,Stomach,Liver",消食药,Digestants,,,,,,,,,,,山楂,
516,千里光,Qianliguang,Senecionis Scandentis Hebra,,"苦,寒","Bitter,Cold","肺,肝","Lung,Liver",清热解毒药,Antipyretic Detoxicate Drugs,,,,,,,,,,,千里光,
517,千金子霜,Qianjinzishuang,Euphorbiae Semen Pulveratum,,"辛,温,有毒","Pungent,Warm,Toxic","肝,肾,大肠","Liver,Kidney,Large Intestine",攻下药,Offensive Purgative Medicinal,,,,,,,,,,,千金子霜,
518,川木香,Chuanmuxiang,Ⅴladimiriae Radix,,"辛,苦,温","Pungent,Bitter,Warm","脾,胃,大肠,胆","Spleen,Stomach,Large Intestine,Gallbladder",理气药,Qi Regulating Drugs,,,,,,,,,,,川木香,
519,制川乌,Zhichuanwu,Aconiti Radix Cocta,,"辛,苦,热,有毒","Pungent,Bitter,Hot,Toxic","心,肝,肾,脾","Heart,Liver,Kidney,Spleen",祛风湿药,Wind-Dampnessdispelling Medicinal,,,,,,,,,,,制川乌,
520,广东紫珠,Guangdongzizhu,Callicarpae Caulis Et Folium,,"苦,涩,凉","Bitter,Astringent,Cool","肝,肺,胃","Liver,Lung,Stomach",收涩药,Astringent Medicinal,,,,,,,,,,,广东紫珠,
521,广金钱草,Guangjinqiancao,Desmodii Styracifolii Herba,,"甘,淡,凉","Sweet,Tasteless,Cool","肝,肾,膀胱","Liver,Kidney,Bladder",利水渗湿药,Diuretic Dampness Excreting Drugs,,,,,,,,,,,广金钱草,
522,小叶莲,Xiaoyelian,Sinopodophylli Fructus,,"甘,平,有小毒","Sweet,Calm,Slightly Toxic",,,活血祛瘀药,Blood Activating Stasis Removing Drugs,,,,,,,,,,,小叶莲,
523,小驳骨,Xiaobogu,Gendarussae Herba,,"辛,温","Pungent,Warm","肝,肾","Liver,Kidney",活血祛瘀药,Blood Activating Stasis Removing Drugs,,,,,,,,,,,小驳骨,
524,飞扬草,Feiyangcao,Euphorbiae Hirtae Herba,,"辛,酸,凉,有小毒","Pungent,Sour,Cool,Slightly Toxic","肺,膀胱,大肠","Lung,Bladder,Large Intestine",清热解毒药,Antipyretic Detoxicate Drugs,,,,,,,,,,,飞扬草,
525,马钱子粉,Maqianzi Fen,Strychni Semen Pulveratum,,"苦,温,有大毒","Bitter,Warm,Extremely Poisonous","肝,脾","Liver,Spleen",活血化瘀药,Blood-Activating And Stasis-Resolving Medicinal,,,,,,,,,,,马钱子粉,
526,制天南星,Zhitiannanxing,Arisaematis Rhizoma Preparatum,,"苦,辛,温,有毒","Bitter,Pungent,Warm,Toxic","肺,肝,脾","Lung,Liver,Spleen",化痰药,Phlegresolving Medicine,,,,,,,,,,,制天南星,
527,天麻,Tianma,Gastrodiae Rhizoma,,"甘,平","Sweet,Calm",肝,Liver,平肝熄风药,Liver-Pacifying Wind-Extinguishing Medicinal,,,,,,,,,,,天麻,
528,天然冰片（右旋龙脑）,Tianranbingpian,Borneolum,,"辛,苦,凉","Pungent,Bitter,Cool","心,脾,肺","Heart,Spleen,Lung",开窍药,Resuscitative Stimulant; Resuscitative Medicinal,,,,,,,,,,,天然冰片（右旋龙脑）,
529,木芙蓉叶,Mufurongye,Hibisci Mutabilis Folium,,"辛,平","Pungent,Calm","肺,肝","Lung,Liver",清热凉血药,Heat Clearing Blood Cooling Drugs,,,,,,,,,,,木芙蓉叶,
530,五加皮,Wujiapi,Acanthopanacis Cortex,,"辛,苦,温","Pungent,Bitter,Warm","肝,肾","Liver,Kidney",祛风湿药,Wind-Dampnessdispelling Medicinal,,,,,,,,,,,五加皮,
531,毛诃子,Maohezi,Terminaliae Belliricae Fructus,,"甘,涩,平","Sweet,Astringent,Calm",,,清热解毒药,Antipyretic Detoxicate Drugs,,,,,,,,,,,毛诃子,
532,片姜黄,Pianjianghuang,Wenyujin Rhizoma Concisum,,"辛,苦,温","Pungent,Bitter,Warm","脾,肝","Spleen,Liver",活血化瘀药,Blood-Activating And Stasis-Resolving Medicinal,,,,,,,,,,,片姜黄,
533,乌梢蛇,Wushaoshe,Zaocys,,"甘,平","Sweet,Calm",肝,Liver,祛风湿药,Wind-Dampnessdispelling Medicinal,,,,,,,,,,,乌梢蛇,
534,巴豆霜,Badoushuang,Crotonis Semen Pulveratum,,"辛,热,有大毒","Pungent,Hot,Extremely Poisonous","胃,大肠","Stomach,Large Intestine",泻下药,Purgative Medicinal,,,,,,,,,,,巴豆霜,
535,水牛角,Shuiniujiao,Bubali Cornu,,"苦,寒","Bitter,Cold","心,肝","Heart,Liver",清热药,Heat-Clearing Medicinal,,,,,,,,,,,水牛角,
536,水蛭,Shuizhi,Hirudo,,"辛,热,有大毒","Pungent,Hot,Extremely Poisonous","胃,大肠","Stomach,Large Intestine",活血化瘀药,Blood-Activating And Stasis-Resolving Medicinal,,,,,,,,,,,水蛭,
537,炙甘草,Zhigancao,"Glycyrrhizae Radix Et Rhizoma
Praeparata Cum Melle",,"甘,平","Sweet,Calm","心,肺,脾,胃","Heart,Lung,Spleen,Stomach",补虚药,Tonifying And Replenishing Medicinal,,,,,,,,,,,炙甘草,
538,艾片（左旋龙脑）,Aipian,L-Borneolum,,"辛,苦,微寒","Pungent,Bitter,Slightly Cold","心,脾,肺","Heart,Spleen,Lung",开窍药,Resuscitative Stimulant; Resuscitative Medicinal,,,,,,,,,,,艾片（左旋龙脑）,
539,石吊兰,Shidiaolan,Lysionoti Herba,,"苦,温","Bitter,Warm",肺,Lung,化痰药,Phlegresolving Medicine,,,,,,,,,,,石吊兰,
540,石决明,Shijueming,Haliotidis Concha,,"咸,寒","Salty,Cold",肝,Liver,平肝熄风药,Liver-Pacifying Wind-Extinguishing Medicinal,,,,,,,,,,,石决明,
541,石斛,Shihu,Dendrobii Caulis,,"甘,微寒","Sweet,Slightly Cold","胃,肾","Stomach,Kidney",补虚药,Tonifying And Replenishing Medicinal,,,,,,,,,,,石斛,
542,石膏,Shigao,Gypsum Fibrosum,,"甘,辛,大寒","Sweet,Pungent,Big Chill","肺,胃","Lung,Stomach",清热药,Heat-Clearing Medicinal,,,,,,,,,,,石膏,
543,煅石膏,Duanshigao,Gypsum Ustum,,"甘,辛,涩,寒","Sweet,Pungent,Astringent,Cold","肺,胃","Lung,Stomach",清热泻火药,Fire Purging Drugs,,,,,,,,,,,煅石膏,
544,龙眼肉,Longyanrou,Longan Arillus,,"甘,温","Sweet,Warm","心,脾","Heart,Spleen",补虚药,Tonifying And Replenishing Medicinal,,,,,,,,,,,龙眼肉,
545,白矾,Baifan,Alumen,,"酸,涩,寒","Sour,Astringent,Cold","肺,脾,肝,大肠","Lung,Spleen,Liver,Large Intestine",攻毒杀虫止痒药,Toxin-Attacking And Worm-Expelling And Itch-Relieving Medicinal,,,,,,,,,,,白矾,
546,瓜子金,Guazijin,Polygalae Japonicae Herba,,"辛,苦,平","Pungent,Bitter,Calm",肺,Lung,化痰药,Phlegresolving Medicine,,,,,,,,,,,瓜子金,
547,瓜蒌子,Gualouzi,Trichosanthis Semen,,"甘,寒","Sweet,Cold","肺,胃,大肠","Lung,Stomach,Large Intestine",化痰药,Phlegresolving Medicine,,,,,,,,,,,瓜蒌子,
548,炒瓜蒌子,Chaogualouzi,Trichosanthis Semen Tostum,,"甘,寒","Sweet,Cold","肺,胃,大肠","Lung,Stomach,Large Intestine",化痰药,Phlegresolving Medicine,,,,,,,,,,,炒瓜蒌子,
549,瓜蒌皮,Gualoupi,Trichosanthis Pericarpium,,"甘,寒","Sweet,Cold","肺,胃","Lung,Stomach",化痰药,Phlegresolving Medicine,,,,,,,,,,,瓜蒌皮,
550,冬凌草,Donglingcao,Rabdosiae Rubescentis Herba,,"苦,甘,微寒","Bitter,Sweet,Slightly Cold","肺,胃,肝","Lung,Stomach,Liver",清热解毒药,Antipyretic Detoxicate Drugs,,,,,,,,,,,冬凌草,
551,玄明粉,Xuanmingfen,Natrii Sulfas Exsiccatus,,"咸,苦,寒","Salty,Bitter,Cold","胃,大肠","Stomach,Large Intestine","攻下药,泻下药",Offensive Purgative Medicinal,,,,,,,,,,,玄明粉,
552,法半夏,Fabanxia,Pinelliae Rhizoma Praeparatum,,"辛,温","Pungent,Warm","脾,胃,肺","Spleen,Stomach,Lung",化痰药,Phlegresolving Medicine,,,,,,,,,,,法半夏,
553,姜半夏,Jiangbanxia,Pinelliae Rhizoma Praeparatumcum Zingibere Et Alumine,,"辛,温","Pungent,Warm","脾,胃,肺","Spleen,Stomach,Lung",化痰药,Phlegresolving Medicine,,,,,,,,,,,姜半夏,
554,清半夏,Qingbanxia,Pinelliae Rhizoma Praeparatum Cum Alumine,,"辛,温","Pungent,Warm","脾,胃,肺","Spleen,Stomach,Lung",化痰药,Phlegresolving Medicine,,,,,,,,,,,清半夏,
555,母丁香,Mudingxiang,Caryophylli Fructus,,"辛,温","Pungent,Warm","脾,胃,肺,肾","Spleen,Stomach,Lung,Kidney",温里药,Warming Interior Drugs,,,,,,,,,,,母丁香,
556,丝瓜络,Sigualuo,Luffae Fructus Retinervus,,"甘,平","Sweet,Calm","肺,胃,肝","Lung,Stomach,Liver",祛风湿药,Wind-Dampnessdispelling Medicinal,,,,,,,,,,,丝瓜络,
557,地龙,Dilong,Pheretima,,"咸,寒","Salty,Cold","肝,脾,膀胱","Liver,Spleen,Bladder",平肝熄风药,Liver-Pacifying Wind-Extinguishing Medicinal,,,,,,,,,,,地龙,
558,芒硝,Mangxiao,Natrii Sulfas,,"咸,苦,寒","Salty,Bitter,Cold","胃,大肠","Stomach,Large Intestine","攻下药,泻下药",Offensive Purgative Medicinal,,,,,,,,,,,芒硝,
559,亚乎奴（锡生藤）,Yahunu,Cissampelotis Herba,,"甘,苦,温","Sweet,Bitter,Warm",,,拔毒化腐生肌药,"External Medicinal (Draw Out Toxin, Resolve Putridity)",,,,,,,,,,,亚乎奴（锡生藤）,
560,西瓜霜,Xiguashuang,Mirabilitum Praeparatum,,"咸,寒","Salty,Cold","肺,胃,大肠","Lung,Stomach,Large Intestine",清热泻火药,Fire Purging Drugs,,,,,,,,,,,西瓜霜,
561,西青果,Xiqingguo,Chebulae Fructus Immaturus,,"苦,酸,涩,平","Bitter,Sour,Astringent,Calm","肺,大肠","Lung,Large Intestine",清热药,Heat-Clearing Medicinal,,,,,,,,,,,西青果,
562,当药,Dangyao,Swertiae Herba,,"苦,寒","Bitter,Cold","肝,胃,大肠","Liver,Stomach,Large Intestine",清热燥湿药,Heat-Clearing And Dampnessdrying Medicinal,,,,,,,,,,,当药,
563,虫白蜡,Chongbaila,Cera Chinensis,,"甘,淡,温","Sweet,Tasteless,Warm",肝,Liver,,,,,,,,,,,,,虫白蜡,
564,朱砂,Zhusha,Cinnabaris,,"甘,微寒,有毒","Sweet,Slightly Cold,Toxic",心,Heart,安神药,Tranguilizing Medicinal,,,,,,,,,,,朱砂,
565,朱砂根,Zhushagen,Ardisiae Crenatae Radix,,"微苦,辛,平","Slightly Bitter,Pungent,Calm","肺,肝","Lung,Liver",解毒杀虫燥湿止痒药,Medicinal For Detoxification、Parasiticide、Drying Dampness And Relieving Itching,,,,,,,,,,,朱砂根,
566,竹茹,Zhuru,Bambusae Caulis In Taenias,,"甘,微寒","Sweet,Slightly Cold","肺,胃,心,胆","Lung,Stomach,Heart,Gallbladder",化痰药,Phlegresolving Medicine,,,,,,,,,,,竹茹,
567,自然铜,Zirantong,Pyritum,,"辛,平","Pungent,Calm",肝,Liver,活血化瘀药,Blood-Activating And Stasis-Resolving Medicinal,,,,,,,,,,,自然铜,
568,血余炭,Xueyutan,Crinis Carbonisatus,,"苦,平","Bitter,Calm","肝,胃","Liver,Stomach",止血药,Hemostatic Medicinal,,,,,,,,,,,血余炭,
569,血竭,Xuejie,Draconis Sanguis,,"甘,咸,平","Sweet,Salty,Calm","心,肝","Heart,Liver",活血化瘀药,Blood-Activating And Stasis-Resolving Medicinal,,,,,,,,,,,血竭,
570,全蝎,Quanxie,Scorpio,,"辛,平,有毒","Pungent,Calm,Toxic",肝,Liver,平肝熄风药,Liver-Pacifying Wind-Extinguishing Medicinal,,,,,,,,,,,全蝎,
571,合欢皮,Hehuanpi,Albiziae Cortex,,"甘,平","Sweet,Calm","心,肝,肺","Heart,Liver,Lung",安神药,Tranguilizing Medicinal,,,,,,,,,,,合欢皮,
572,合欢花,Hehuanhua,Albiziae Flos,,"甘,平","Sweet,Calm","心,肝","Heart,Liver",安神药,Tranguilizing Medicinal,,,,,,,,,,,合欢花,
573,灯盏细辛（灯盏花）,Dengzhanxixin,Erigerontis Herba,,"辛,微苦,温","Pungent,Slightly Bitter,Warm","心,肝","Heart,Liver",活血祛瘀药,Blood Activating Stasis Removing Drugs,,,,,,,,,,,灯盏细辛（灯盏花）,
574,红大戟,Hongdaji,Knoxiae Radix,,"苦,寒,有小毒","Bitter,Cold,Slightly Toxic","肺,脾,肾","Lung,Spleen,Kidney",泻下药,Purgative Medicinal,,,,,,,,,,,红大戟,
575,红花龙胆,Honghualongdan,Gentianae Rhodanthae Herba,,"苦,寒","Bitter,Cold","肝,胆","Liver,Gallbladder",清热燥湿药,Heat-Clearing And Dampnessdrying Medicinal,,,,,,,,,,,红花龙胆,
576,炙红芪,Zhihongqi,Hedysari Radix Praeparata Cum Melle,,"甘,温","Sweet,Warm","肺,脾","Lung,Spleen",补气药,Qi Reinforcing Drugs,,,,,,,,,,,炙红芪,
577,红豆蔻,Hongdoukou,Galangae Fructus,,"辛,温","Pungent,Warm","脾,肺","Spleen,Lung",温里药,Warming Interior Drugs,,,,,,,,,,,红豆蔻,
578,红粉,Hongfen,Hydrargyri Oxydum Rubrum,,"辛,热,有大毒","Pungent,Hot,Extremely Poisonous","肺,脾","Lung,Spleen",拔毒化腐生肌药,"External Medicinal (Draw Out Toxin, Resolve Putridity)",,,,,,,,,,,红粉,
579,红景天,Hongjingtian,Rhodiolae Crenulatae Radix Et Rhizoma,,"甘,苦,平","Sweet,Bitter,Calm","肺,心","Lung,Heart",补虚药,Tonifying And Replenishing Medicinal,,,,,,,,,,,红景天,
580,麦冬,Maidong,Ophiopogonis Radix,,"甘,微苦,微寒","Sweet,Slightly Bitter,Slightly Cold","心,肺,胃","Heart,Lung,Stomach",补虚药,Tonifying And Replenishing Medicinal,,,,,,,,,,,麦冬,
581,远志,Yuanzhi,Polygalae Raedix,,"苦,辛,温","Bitter,Pungent,Warm","心,肾,肺","Heart,Kidney,Lung",安神药,Tranguilizing Medicinal,,,,,,,,,,,远志,
582,赤石脂,Chishizhi,Halloysitum Rubrum,,"甘,酸,涩,温","Sweet,Sour,Astringent,Warm","大肠,胃","Large Intestine,Stomach",收涩药,Astringent Medicinal,,,,,,,,,,,赤石脂,
583,花蕊石,Huaruishi,Ophicalcitum,,"酸,涩,平","Sour,Astringent,Calm",肝,Liver,止血药,Hemostatic Medicinal,,,,,,,,,,,花蕊石,
584,苏木,Sumu,Sappan Lignum,,"甘,咸,平","Sweet,Salty,Calm","心,肝,脾","Heart,Liver,Spleen",活血化瘀药,Blood-Activating And Stasis-Resolving Medicinal,,,,,,,,,,,苏木,
585,杠板归,Gangbanggui,Polygoni Perfoliati Herba,,"酸,微寒","Sour,Slightly Cold","肺,膀胱","Lung,Bladder",清热解毒药,Antipyretic Detoxicate Drugs,,,,,,,,,,,杠板归,
586,巫山淫羊藿,Wushan yingyanghuo,Epimedii Wushanensis Folium,,"辛,甘,温","Pungent,Sweet,Warm","肝,肾","Liver,Kidney",补阳药,Yang Reinforcing Drugs,,,,,,,,,,,巫山淫羊藿,
587,牡蛎,Muli,Ostreae Concha,,"咸,微寒","Salty,Slightly Cold","心,肝,肾","Heart,Liver,Kidney",平肝熄风药,Liver-Pacifying Wind-Extinguishing Medicinal,,,,,,,,,,,牡蛎,
588,体外培育牛黄,Tiwai Peiyu Niuhuang,Bovis Calculus Sativus,,,,"心,肝","Heart,Liver",平肝熄风药,Liver-Pacifying Wind-Extinguishing Medicinal,,,,,,,,,,,体外培育牛黄,
589,何首乌,Heshouwu,Polygoni Multiflori Radix,,"苦,甘,涩,微温","Bitter,Sweet,Astringent,Slightly Warm","肝,心,肾","Liver,Heart,Kidney",补虚药,Tonifying And Replenishing Medicinal,,,,,,,,,,,何首乌,
590,制何首乌,Zhiheshouwu,Polgoni Multiflori Radix Praeparata,,"苦,甘,涩,微温","Bitter,Sweet,Astringent,Slightly Warm","肝,心,肾","Liver,Heart,Kidney",补虚药,Tonifying And Replenishing Medicinal,,,,,,,,,,,制何首乌,
591,皂矾（绿矾）,Zaofan,Melanteritum,,"酸,凉","Sour,Cool","肝,脾","Liver,Spleen",解毒杀虫燥湿止痒药,Medicinal For Detoxification、Parasiticide、Drying Dampness And Relieving Itching,,,,,,,,,,,皂矾（绿矾）,
592,谷芽,Guya,Setariae Fructus Germinatus,,"甘,温","Sweet,Warm","脾,胃","Spleen,Stomach",消食药,Digestants,,,,,,,,,,,谷芽,
593,龟甲,Guijia,Testudinis Carapax Et Plastrum,,"咸,甘,微寒","Salty,Sweet,Slightly Cold","肝,肾,心","Liver,Kidney,Heart",补虚药,Tonifying And Replenishing Medicinal,,,,,,,,,,,龟甲,
594,龟甲胶,Guijiajiao,Testudinis Carapacis Et Plastri Colla,,"咸,甘,凉","Salty,Sweet,Cool","肝,肾,心","Liver,Kidney,Heart",补虚药,Tonifying And Replenishing Medicinal,,,,,,,,,,,龟甲胶,
595,补骨脂,Buguzhi,Psoraleae Fructus,,"辛,苦,温","Pungent,Bitter,Warm","肾,脾","Kidney,Spleen",补虚药,Tonifying And Replenishing Medicinal,,,,,,,,,,,补骨脂,
596,阿胶,Ejiao,Asini Corii Colla,,"甘,平","Sweet,Calm","肺,肝,肾","Lung,Liver,Kidney",补虚药,Tonifying And Replenishing Medicinal,,,,,,,,,,,阿胶,
